OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),"1:5,000 AEP SA_3s_NSHA23",,,,
2222,302,2,20205.3,5.6,HW,,2,0.059986,,,,
2223,302,30,23803.2,7.0,HW,,2,0.059986,,,,
2224,302,34,25368.9,7.0,HW,,2,0.059986,,,,
2225,302,26,25625.7,6.9,HW,,2,0.059986,,,,
2226,302,38,26304.6,7.1,HW,,2,0.059986,,,,
2227,302,11,28768.8,6.4,HW,,2,0.059986,,,,
2228,302,23,31739.3,6.8,HW,,2,0.059986,,,,
2229,302,34,35512.9,7.0,HW,,2,0.059986,,,,
2230,302,14,39819.1,6.6,HW,,2,0.059986,,,,
2231,302,14,40755.2,6.6,HW,,2,0.059986,,,,
2232,302,28,44150.8,6.9,HW,,2,0.059986,,,,
2233,302,24,46353.4,6.8,HW,,2,0.059986,,,,
2234,302,56,48572.9,7.3,HW,,2,0.059986,,,,
2235,302,25,53147.7,6.9,HW,,2,0.059986,,,,
2236,302,19,53841.5,6.7,HW,,2,0.059986,,,,
2237,302,38,57922.3,7.1,HW,,2,0.059986,,,,
2238,302,62,61545.5,7.3,HW,,2,0.059986,,,,
2239,302,50,75686.8,7.2,HW,,2,0.059986,,,,
2240,303,78,1884.8,7.4,HW,,2,0.059772,,,,
2241,303,37,9931.8,7.1,HW,,2,0.059772,,,,
2242,303,23,10435.1,6.8,HW,,2,0.059772,,,,
2243,303,44,12869.8,7.2,HW,,2,0.059772,,,,
2244,303,66,16123.1,7.4,HW,,2,0.059772,,,,
2245,303,25,16831.6,6.9,HW,,2,0.059772,,,,
2246,303,53,18791.5,7.2,HW,,2,0.059772,,,,
2247,303,2,19358.5,5.6,HW,,2,0.059772,,,,
2248,303,30,24491.9,7.0,HW,,2,0.059772,,,,
2249,303,26,24664.4,6.9,HW,,2,0.059772,,,,
2250,303,38,25365.5,7.1,HW,,2,0.059772,,,,
2251,303,34,25916.6,7.0,HW,,2,0.059772,,,,
2252,303,11,28009.4,6.4,HW,,2,0.059772,,,,
2253,303,23,32106.0,6.8,HW,,2,0.059772,,,,
2254,303,34,34912.3,7.0,HW,,2,0.059772,,,,
2255,303,14,39913.6,6.6,HW,,2,0.059772,,,,
2256,303,14,40946.0,6.6,HW,,2,0.059772,,,,
2257,303,28,43535.2,6.9,HW,,2,0.059772,,,,
2258,303,24,46304.7,6.8,HW,,2,0.059772,,,,
2259,303,56,47736.4,7.3,HW,,2,0.059772,,,,
2260,303,25,52193.2,6.9,HW,,2,0.059772,,,,
2261,303,19,53016.5,6.7,HW,,2,0.059772,,,,
2262,303,38,57484.1,7.1,HW,,2,0.059772,,,,
2263,303,62,60604.9,7.3,HW,,2,0.059772,,,,
2264,303,50,74725.7,7.2,HW,,2,0.059772,,,,
2265,304,70,36069.6,7.4,HW,,2,0.011826,,,,
2266,304,28,40294.1,6.9,HW,,2,0.011826,,,,
2267,305,28,51949.7,6.9,HW,,2,0.01332,,,,
2268,305,70,53528.6,7.4,HW,,2,0.01332,,,,
2269,306,55,12147.0,7.3,HW,,2,0.025986,,,,
2270,306,14,15535.1,6.6,HW,,2,0.025986,,,,
2271,306,12,26566.9,6.5,HW,,2,0.025986,,,,
2272,306,23,27723.6,6.8,HW,,2,0.025986,,,,
2273,306,50,47752.6,7.2,HW,,2,0.025986,,,,
2274,306,62,56305.4,7.3,HW,,2,0.025986,,,,
2275,306,60,56448.6,7.3,HW,,2,0.025986,,,,
2276,306,38,66945.0,7.1,HW,,2,0.025986,,,,
2277,306,25,67579.1,6.9,HW,,2,0.025986,,,,
2278,306,19,67600.2,6.7,HW,,2,0.025986,,,,
2279,306,56,70822.9,7.3,HW,,2,0.025986,,,,
2280,306,30,70882.7,7.0,HW,,2,0.025986,,,,
2281,306,19,85018.7,6.7,HW,,2,0.025986,,,,
2282,306,31,87225.4,7.0,HW,,2,0.025986,,,,
2283,306,34,88024.6,7.0,HW,,2,0.025986,,,,
2284,306,66,88031.7,7.4,HW,,2,0.025986,,,,
2285,306,82,95104.1,7.5,HW,,2,0.025986,,,,
2286,306,26,95485.6,6.9,HW,,2,0.025986,,,,
2287,306,18,97766.0,6.7,HW,,2,0.025986,,,,
2288,306,66,98713.2,7.4,HW,,2,0.025986,,,,
2289,306,44,100759.8,7.2,HW,,2,0.025986,,,,
2290,306,11,101894.8,6.4,HW,,2,0.025986,,,,
2291,306,28,101980.6,6.9,HW,,2,0.025986,,,,
2292,306,25,104863.8,6.9,HW,,2,0.025986,,,,
2293,307,37,48602.3,7.1,HW,,2,0.0067648,,,,
2294,307,20,50576.3,6.8,HW,,2,0.0067648,,,,
2295,307,9,88302.8,6.3,HW,,2,0.0067648,,,,
2296,307,44,100719.4,7.2,HW,,2,0.0067648,,,,
2297,308,20,30311.6,6.8,HW,,2,0.0057339,,,,
2298,308,37,71084.8,7.1,HW,,2,0.0057339,,,,
2299,309,44,70506.0,7.2,HW,,2,0.0068626,,,,
2300,309,9,98892.1,6.3,HW,,2,0.0068626,,,,
2301,309,37,100096.8,7.1,HW,,2,0.0068626,,,,
2302,310,70,1142.7,7.4,HW,,2,0.015153,,,,
2303,310,28,64833.9,6.9,HW,,2,0.015153,,,,
2304,311,123,24486.6,7.7,HW,,2,0.018369,,,,
2305,311,54,25432.8,7.3,HW,,2,0.018369,,,,
2306,311,42,30292.3,7.1,HW,,2,0.018369,,,,
2307,311,66,39718.9,7.4,HW,,2,0.018369,,,,
2308,311,26,46323.0,6.9,HW,,2,0.018369,,,,
2309,311,15,49768.2,6.6,HW,,2,0.018369,,,,
2310,311,19,51717.2,6.7,HW,,2,0.018369,,,,
2311,311,31,57434.8,7.0,FW,,2,0.018369,,,,
2312,311,16,61839.7,6.6,HW,,2,0.018369,,,,
2313,311,56,65904.6,7.3,HW,,2,0.018369,,,,
2314,311,162,73964.3,7.8,HW,,2,0.018369,,,,
2315,311,45,81559.4,7.2,HW,,2,0.018369,,,,
2316,311,31,82056.4,7.0,HW,,2,0.018369,,,,
2317,311,30,82804.7,7.0,HW,,2,0.018369,,,,
2318,311,23,101868.0,6.8,HW,,2,0.018369,,,,
2319,313,70,43420.7,7.4,HW,,2,0.010469,,,,
2320,313,26,48458.9,6.9,HW,,2,0.010469,,,,
2321,313,28,54121.7,6.9,HW,,2,0.010469,,,,
2322,313,33,81613.6,7.0,HW,,2,0.010469,,,,
2323,314,3,68688.6,5.8,HW,,1,0.012182,,,,
2324,314,31,88474.1,7.0,HW,,1,0.012182,,,,
2325,315,70,61177.8,7.4,HW,,2,0.010965,,,,
2326,315,28,64784.6,6.9,HW,,2,0.010965,,,,
2327,315,33,100688.5,7.0, HW,,2,0.010965,,,,
2328,315,26,104871.9,6.9,HW,,2,0.010965,,,,
2329,317,26,44835.4,6.9,HW,,2,0.010073,,,,
2330,317,33,56316.5,7.0,HW,,2,0.010073,,,,
2331,317,70,70300.2,7.4,HW,,2,0.010073,,,,
2332,317,28,77462.9,6.9,HW,,2,0.010073,,,,
2333,318,31,73848.7,7.0,HW,,1,0.010212,,,,
2334,320,23,16775.3,6.8,HW,,2,0.023439,,,,
2335,320,14,48857.3,6.6,HW,,2,0.023439,,,,
2336,320,50,54288.5,7.2,HW,,2,0.023439,,,,
2337,320,55,56861.8,7.3,HW,,2,0.023439,,,,
2338,320,19,65766.0,6.7,HW,,2,0.023439,,,,
2339,320,25,67591.8,6.9,HW,,2,0.023439,,,,
2340,320,12,71339.8,6.5,HW,,2,0.023439,,,,
2341,320,62,77150.8,7.3,HW,,2,0.023439,,,,
2342,320,38,79868.4,7.1,HW,,2,0.023439,,,,
2343,320,8,85441.0,6.3,HW,,2,0.023439,,,,
2344,320,60,95032.9,6.9,HW,,2,0.023439,,,,
2345,320,26,94854.5,7.3,HW,,2,0.023439,,,,
2346,320,66,96399.6,7.4,HW,,2,0.023439,,,,
2347,320,30,98638.1,7.0,HW,,2,0.023439,,,,
2348,320,56,99421.1,7.3,HW,,2,0.023439,,,,
2349,320,19,99968.0,6.7,HW,,2,0.023439,,,,
2350,320,44,103050.8,7.2,HW,,2,0.023439,,,,
2351,320,66,103431.7,7.4,HW,,2,0.023439,,,,
2352,321,32,29872.1,7.0, FW,,1,0.010479,,,,
2353,322,8,25746.4,6.3,HW,,2,0.021229,,,,
2354,322,48,48945.1,7.2,HW,,2,0.021229,,,,
2355,322,12,58521.6,6.5,HW,,2,0.021229,,,,
2356,322,53,77597.2,7.2,HW,,2,0.021229,,,,
2357,322,109,86662.0,7.6,HW,,2,0.021229,,,,
2358,322,11,99614.9,6.4,HW,,2,0.021229,,,,
2359,323,54,11493.7,7.3,HW,,2,0.017749,,,,
2360,323,123,16497.0,7.7,HW,,2,0.017749,,,,
2361,323,42,19019.7,7.1,HW,,2,0.017749,,,,
2362,323,26,32088.9,6.9,HW,,2,0.017749,,,,
2363,323,15,38171.8,6.6,HW,,2,0.017749,,,,
2364,323,31,50016.0,7.0,HW,,2,0.017749,,,,
2365,323,66,53047.2,7.4,HW,,2,0.017749,,,,
2366,323,56,60754.3,7.3,HW,,2,0.017749,,,,
2367,323,16,61356.1,6.6,HW,,2,0.017749,,,,
2368,323,19,64976.7,6.7,HW,,2,0.017749,,,,
2369,323,162,65702.5,7.8,HW,,2,0.017749,,,,
2370,323,45,89901.3,7.2,HW,,2,0.017749,,,,
2371,323,31,93655.9,7.0,HW,,2,0.017749,,,,
2372,323,30,96117.2,7.0,HW,,2,0.017749,,,,
2373,323,85,97678.3,7.5,HW,,2,0.017749,,,,
2374,323,13,100519.4,6.5,HW,,2,0.017749,,,,
2375,325,37,38141.6,7.1,HW,,2,0.0037743,,,,
2376,325,2,49636.4,5.6,HW,,2,0.0037743,,,,
2377,325,27,53998.5,6.9,HW,,2,0.0037743,,,,
2378,325,9,56602.5,6.3, HW,,2,0.0037743,,,,
2379,325,20,92551.5,6.8,HW,,2,0.0037743,,,,
2380,326,20,29920.9,6.8,HW,,2,0.0066956,,,,
2381,326,37,38329.9,7.1,HW,,2,0.0066956,,,,
2382,326,9,92331.1,6.3,FW,,2,0.0066956,,,,
2383,327,40,98997.5,7.1,HW,,2,0.004197,,,,
2384,328,70,43126.6,7.4,HW,,2,0.016458,,,,
2385,328,49,75896.9,7.2,HW,,2,0.016458,,,,
2386,328,55,78857.2,7.3,HW,,2,0.016458,,,,
2387,328,68,82935.7,7.4,HW,,2,0.016458,,,,
2388,328,24.633328,83903.8,6.9,HW,,2,0.016458,,,,
2389,328,24.723261,85766.8,6.9,HW,,2,0.016458,,,,
2390,328,64,88206.3,7.3,HW,,2,0.016458,,,,
2391,328,72,96806.3,7.4,HW,,2,0.016458,,,,
2392,329,66,16133.5,7.4,HW,,2,0.023724,,,,
2393,329,30,18361.9,7.0,HW,,2,0.023724,,,,
2394,329,19,24050.5,6.7,HW,,2,0.023724,,,,
2395,329,31,31805.3,7.0,HW,,2,0.023724,,,,
2396,329,60,44590.0,7.3,HW,,2,0.023724,,,,
2397,329,123,44942.0,7.7,HW,,2,0.023724,,,,
2398,329,14,51974.2,6.6,HW,,2,0.023724,,,,
2399,329,45,53388.5,7.2,HW,,2,0.023724,,,,
2400,329,18,54419.6,6.7,HW,,2,0.023724,,,,
2401,329,23,64137.6,6.8,HW,,2,0.023724,,,,
2402,329,82,66339.8,7.5,HW,,2,0.023724,,,,
2403,329,55,68052.1,7.3,HW,,2,0.023724,,,,
2404,329,15,69521.9,6.6,HW,,2,0.023724,,,,
2405,329,12,70381.8,6.5,HW,,2,0.023724,,,,
2406,329,16,77844.3,6.6,HW,,2,0.023724,,,,
2407,329,114,81145.5,7.6,HW,,2,0.023724,,,,
2408,329,162,87162.0,7.8,HW,,2,0.023724,,,,
2409,329,52,89709.5,7.2,HW,,2,0.023724,,,,
2410,329,54,91193.7,7.3,HW,,2,0.023724,,,,
2411,329,42,95842.5,7.1,HW,,2,0.023724,,,,
2412,329,35,101845.4,7.0,HW,,2,0.023724,,,,
2413,330,12,107785.3,6.5,HW,,2,0.0050715,,,,
2414,331,22,29275.6,6.8,HW,,2,0.0056604,,,,
2415,331,25,62224.2,6.9,HW,,2,0.0056604,,,,
2416,331,60,64651.2,7.3,HW,,2,0.0056604,,,,
2417,331,132,68150.3,7.7,HW,,2,0.0056604,,,,
2418,331,126,74683.1,7.7,HW,,2,0.0056604,,,,
2419,332,66,6746.9,7.4,FW,,2,0.023899,,,,
2420,332,19,23547.7,6.7,HW,,2,0.023899,,,,
2421,332,30,31080.5,7.0,HW,,2,0.023899,,,,
2422,332,123,35640.2,7.7,HW,,2,0.023899,,,,
2423,332,31,36410.7,7.0,HW,,2,0.023899,,,,
2424,332,45,50975.9,7.2,HW,,2,0.023899,,,,
2425,332,60,58986.2,7.3,HW,,2,0.023899,,,,
2426,332,18,62894.4,6.7,HW,,2,0.023899,,,,
2427,332,14,65384.4,6.6,HW,,2,0.023899,,,,
2428,332,16,68301.3,6.6,HW,,2,0.023899,,,,
2429,332,23,72112.3,6.8,HW,,2,0.023899,,,,
2430,332,15,75654.3,6.6,HW,,2,0.023899,,,,
2431,332,54,76844.5,7.3,HW,,2,0.023899,,,,
2432,332,82,77060.6,7.5,HW,,2,0.023899,,,,
2433,332,162,79241.2,7.8,HW,,2,0.023899,,,,
2434,332,55,81668.2,7.3,HW,,2,0.023899,,,,
2435,332,42,81919.1,7.1,HW,,2,0.023899,,,,
2436,332,12,84842.4,6.5,HW,,2,0.023899,,,,
2437,332,114,90662.0,7.6,HW,,2,0.023899,,,,
2438,332,15,91807.0,6.6,HW,,2,0.023899,,,,
2439,332,52,96327.1,7.2,HW,,2,0.023899,,,,
2440,332,26,96489.8,6.9,HW,,2,0.023899,,,,
2441,333,28,31572.9,6.9,HW,,2,0.013838,,,,
2442,333,70,32365.2,7.4,HW,,2,0.013838,,,,
2443,335,23,84505.9,6.8,HW,,1,0.0089099,,,,
2444,335,13,95799.2,6.5,HW,,1,0.0089099,,,,
2445,336,37,3774.1,7.1,HW,,2,0.0058872,,,,
2446,336,20,34231.1,6.8,HW,,2,0.0058872,,,,
2447,336,9,67889.2,6.3,HW,,2,0.0058872,,,,
2448,337,53,7027.2,7.2,HW,,1,0.024465,,,,
2449,337,54,7605.2,7.3,HW,,1,0.024465,,,,
2450,337,15,9852.9,6.6,HW,,1,0.024465,,,,
2451,337,43,13480.7,7.1,HW,,1,0.024465,,,,
2452,337,17,14281.8,6.7,HW,,1,0.024465,,,,
2453,337,10,16557.6,6.4,HW,,1,0.024465,,,,
2454,337,14,17636.7,6.6,HW,,1,0.024465,,,,
2455,337,33,21261.0,7.0,HW,,1,0.024465,,,,
2456,337,54,21530.6,7.3,HW,,1,0.024465,,,,
2457,337,93,28600.4,7.5,HW,,1,0.024465,,,,
2458,337,55,29766.9,7.3,HW,,1,0.024465,,,,
2459,337,79,30020.2,7.4,HW,,1,0.024465,,,,
2460,337,42,32429.7,7.1,HW,,1,0.024465,,,,
2461,337,38,35534.6,7.1,HW,,1,0.024465,,,,
2462,337,54,36288.7,7.3,HW,,1,0.024465,,,,
2463,337,47,38826.7,7.2,HW,,1,0.024465,,,,
2464,337,24,45610.4,6.8,HW,,1,0.024465,,,,
2465,337,24,65819.9,6.8,HW,,1,0.024465,,,,
2466,337,172,68706.6,7.8,HW,,1,0.024465,,,,
2467,337,111,89105.4,7.6,HW,,1,0.024465,,,,
2468,338,31,46586.3,7.0,HW,,1,0.013099,,,,
2469,338,38,89766.9,7.1,HW,,1,0.013099,,,,
2470,338,3,94807.9,5.8,HW,,1,0.013099,,,,
2471,341,48,46854.6,7.2,HW,,2,0.019201,,,,
2472,341,8,51049.0,6.3,HW,,2,0.019201,,,,
2473,341,12,63978.6,6.5,HW,,2,0.019201,,,,
2474,341,11,77463.0,6.4,FW,,2,0.019201,,,,
2475,341,52,102296.1,7.2,HW,,2,0.019201,,,,
2476,344,10,25285.0,6.4,HW,,1,0.00007,,,,
2477,345,40,105271.6,7.1,HW,,2,0.0034205,,,,
2478,346,66,8038.9,7.4,HW,,2,0.05535,,,,
2479,346,26,8279.5,6.9,HW,,2,0.05535,,,,
2480,346,38,10379.0,7.1,HW,,2,0.05535,,,,
2481,346,44,10803.4,7.2,HW,,2,0.05535,,,,
2482,346,2,24616.8,5.6,HW,,2,0.05535,,,,
2483,346,37,26055.7,7.1,HW,,2,0.05535,,,,
2484,346,78,27106.6,7.4,HW,,2,0.05535,,,,
2485,346,25,30705.6,6.9,HW,,2,0.05535,,,,
2486,346,25,30942.2,6.9,HW,,2,0.05535,,,,
2487,346,11,33018.7,6.4,HW,,2,0.05535,,,,
2488,346,23,35920.9,6.8,HW,,2,0.05535,,,,
2489,346,34,43105.1,7.0,HW,,2,0.05535,,,,
2490,346,56,43845.3,7.3,HW,,2,0.05535,,,,
2491,346,53,45206.5,7.2,HW,,2,0.05535,,,,
2492,346,62,46735.8,7.3,HW,,2,0.05535,,,,
2493,346,19,48944.8,6.7,HW,,2,0.05535,,,,
2494,346,28,49592.1,6.9,HW,,2,0.05535,,,,
2495,346,30,51404.5,7.0,HW,,2,0.05535,,,,
2496,346,34,52223.3,7.0,HW,,2,0.05535,,,,
2497,346,50,53021.5,7.2,HW,,2,0.05535,,,,
2498,346,23,55115.3,6.8,HW,,2,0.05535,,,,
2499,346,14,58088.8,6.6,HW,,2,0.05535,,,,
2500,346,14,62696.3,6.6,HW,,2,0.05535,,,,
2501,346,24,64879.1,6.8,HW,,2,0.05535,,,,
2502,346,38,67069.3,7.1,HW,,2,0.05535,,,,
2503,347,70,55328.2,7.4,HW,,2,0.010424,,,,
2504,347,26,57801.1,6.9,HW,,2,0.010424,,,,
2505,347,28,61131.5,6.9,HW,,2,0.010424,,,,
2506,347,33,73776.3,7.0,HW,,2,0.010424,,,,
2507,348,123,1230.9,7.7,HW,,2,0.020495,,,,
2508,348,16,30223.2,6.6,HW,,2,0.020495,,,,
2509,348,66,32518.4,7.4,HW,,2,0.020495,,,,
2510,348,45,37019.6,7.2,HW,,2,0.020495,,,,
2511,348,162,41057.4,7.8,HW,,2,0.020495,,,,
2512,348,31,48132.3,7.0,HW,,2,0.020495,,,,
2513,348,30,60117.9,7.0,HW,,2,0.020495,,,,
2514,348,19,61331.4,6.7,HW,,2,0.020495,,,,
2515,348,15,62462.7,6.6,HW,,2,0.020495,,,,
2516,348,54,62551.7,7.3,HW,,2,0.020495,,,,
2517,348,42,71891.8,7.1,HW,,2,0.020495,,,,
2518,348,18,73790.9,6.7,HW,,2,0.020495,,,,
2519,348,26,76045.5,6.9,HW,,2,0.020495,,,,
2520,348,15,77917.2,6.6,HW,,2,0.020495,,,,
2521,348,60,89835.3,7.3,HW,,2,0.020495,,,,
2522,348,82,90637.4,7.5,HW,,2,0.020495,,,,
2523,348,52,96972.7,7.2,HW,,2,0.020495,,,,
2524,348,35,99104.3,7.0,HW,,2,0.020495,,,,
2525,348,114,100573.0,7.6,HW,,2,0.020495,,,,
2526,348,31,102411.7,7.0,FW,,2,0.020495,,,,
2527,348,14,103806.9,6.6,HW,,2,0.020495,,,,
2528,350,44,706.8,7.2,FW,,2,0.062617,,,,
2529,350,2,5715.8,5.6,HW,,2,0.062617,,,,
2530,350,78,8594.9,7.4,HW,,2,0.062617,,,,
2531,350,26,9618.6,6.9,HW,,2,0.062617,,,,
2532,350,25,10812.7,6.9,HW,,2,0.062617,,,,
2533,350,66,11192.7,7.4,HW,,2,0.062617,,,,
2534,350,38,12771.7,7.1,HW,,2,0.062617,,,,
2535,350,11,15625.7,6.4,HW,,2,0.062617,,,,
2536,350,23,17979.4,6.8,HW,,2,0.062617,,,,
2537,350,37,22522.6,7.1,HW,,2,0.062617,,,,
2538,350,34,25044.4,7.0,HW,,2,0.062617,,,,
2539,350,28,32809.7,6.9,HW,,2,0.062617,,,,
2540,350,56,33106.3,7.3,HW,,2,0.062617,,,,
2541,350,53,33588.1,7.2,HW,,2,0.062617,,,,
2542,350,34,35391.1,7.0,HW,,2,0.062617,,,,
2543,350,23,35861.1,6.8,HW,,2,0.062617,,,,
2544,350,30,35927.6,7.0,HW,,2,0.062617,,,,
2545,350,25,37441.3,6.9,HW,,2,0.062617,,,,
2546,350,14,38218.5,6.6,HW,,2,0.062617,,,,
2547,350,19,38501.3,6.7,HW,,2,0.062617,,,,
2548,350,14,42835.1,6.6,HW,,2,0.062617,,,,
2549,350,62,44820.7,7.3,HW,,2,0.062617,,,,
2550,350,24,45165.1,6.8,HW,,2,0.062617,,,,
2551,350,38,49267.1,7.1,HW,,2,0.062617,,,,
2552,350,50,59503.3,7.2,HW,,2,0.062617,,,,
2553,351,55,730.3,7.3,HW,,1,0.029466,,,,
2554,351,33,8836.7,7.0,HW,,1,0.029466,,,,
2555,351,54,9041.2,7.3,HW,,1,0.029466,,,,
2556,351,53,16014.2,7.2,HW,,1,0.029466,,,,
2557,351,10,17057.5,6.4,HW,,1,0.029466,,,,
2558,351,15,20422.3,6.6,HW,,1,0.029466,,,,
2559,351,43,21478.7,7.1,HW,,1,0.029466,,,,
2560,351,79,22651.8,7.4,HW,,1,0.029466,,,,
2561,351,24,26866.1,6.8,HW,,1,0.029466,,,,
2562,351,17,29316.9,6.7,HW,,1,0.029466,,,,
2563,351,54,35068.2,7.3,HW,,1,0.029466,,,,
2564,351,42,48826.7,7.1,HW,,1,0.029466,,,,
2565,351,14,51771.4,6.6,HW,,1,0.029466,,,,
2566,351,54,58670.6,7.3,HW,,1,0.029466,,,,
2567,351,93,61147.7,7.5,HW,,1,0.029466,,,,
2568,351,47,64663.6,7.2,HW,,1,0.029466,,,,
2569,351,38,70402.1,7.1,HW,,1,0.029466,,,,
2570,351,172,79133.0,7.8,HW,,1,0.029466,,,,
2571,351,111,89036.1,7.6,HW,,1,0.029466,,,,
2572,351,13,89564.1,6.5,HW,,1,0.029466,,,,
2573,351,23,93047.0,6.8,HW,,1,0.029466,,,,
2574,351,24,94317.4,6.8,HW,,1,0.029466,,,,
2575,352,29,20861.7,6.9,HW,,2,0.0037481,,,,
2576,352,104,29412.8,7.6,HW,,2,0.0037481,,,,
2577,352,32,30502.2,7.0,HW,,2,0.0037481,,,,
2578,352,53,70241.6,7.2, HW,,2,0.0037481,,,,
2579,352,44,71440.0,7.2,HW,,2,0.0037481,,,,
2580,353,20,95987.1,6.8,HW,,2,0.0065731,,,,
2581,354,44,25154.2,7.2,HW,,2,0.013194,,,,
2582,354,162,43275.4,7.8,HW,,2,0.013194,,,,
2583,354,60,47524.9,7.3,HW,,2,0.013194,,,,
2584,354,16,65859.9,6.6,HW,,2,0.013194,,,,
2585,354,45,75248.3,7.2,HW,,2,0.013194,,,,
2586,354,15,76264.9,6.6,HW,,2,0.013194,,,,
2587,354,123,91294.4,7.7,HW,,2,0.013194,,,,
2588,354,26,99507.2,6.9,HW,,2,0.013194,,,,
2589,354,85,103899.4,7.5,HW,,2,0.013194,,,,
2590,356,19,48353.6,6.7,HW,,1,0.01884,,,,
2591,356,14.2,50858.7,6.6,HW,,1,0.01884,,,,
2592,356,37,75485.3,7.1, HW,,1,0.01884,,,,
2593,356,38,92299.2,7.1,HW,,1,0.01884,,,,
2594,356,4,96863.1,5.9, FW,,1,0.01884,,,,
2595,357,44,60905.9,7.2,HW,,2,0.0065968,,,,
2596,357,9,90806.2,6.3,HW,,2,0.0065968,,,,
2597,357,37,97089.9,7.1,HW,,2,0.0065968,,,,
2598,358,82,1311.9,7.5,FW,,2,0.052897,,,,
2599,358,60,3130.8,7.3,FW,,2,0.052897,,,,
2600,358,59.978704,8118.6,7.3,HW,,2,0.052897,,,,
2601,358,115,11820.2,7.6,HW,,2,0.052897,,,,
2602,358,68.82108,18958.8,7.4,HW,,2,0.052897,,,,
2603,358,101,40326.8,7.6,HW,,2,0.052897,,,,
2604,358,126,42715.0,7.7,HW,,2,0.052897,,,,
2605,358,60,43516.0,7.3,HW,,2,0.052897,,,,
2606,358,32.708688,44129.5,7.0,HW,,2,0.052897,,,,
2607,358,34,48374.0,7.0,HW,,2,0.052897,,,,
2608,358,41,48914.4,7.1,HW,,2,0.052897,,,,
2609,358,44,57918.5,7.2,HW,,2,0.052897,,,,
2610,358,25,61531.4,6.9,HW,,2,0.052897,,,,
2611,358,56.215053,71043.8,7.3,HW,,2,0.052897,,,,
2612,358,27,80005.3,6.9,HW,,2,0.052897,,,,
2613,358,52,86348.4,7.2,HW,,2,0.052897,,,,
2614,358,70,97879.1,7.4,HW,,2,0.052897,,,,
2615,358,53,98893.9,7.2,HW,,2,0.052897,,,,
2616,358,42.07241,104007.6,7.1,HW,,2,0.052897,,,,
2617,359,55,4196.9,7.3,HW,,1,0.021815,,,,
2618,359,33,21094.2,7.0,HW,,1,0.021815,,,,
2619,359,54,23645.8,7.3,HW,,1,0.021815,,,,
2620,359,79,25893.6,7.4,HW,,1,0.021815,,,,
2621,359,53,28532.4,7.2,HW,,1,0.021815,,,,
2622,359,24,41728.4,6.8,HW,,1,0.021815,,,,
2623,359,43,48038.9,7.1,HW,,1,0.021815,,,,
2624,359,10,49203.0,6.4,HW,,1,0.021815,,,,
2625,359,15,54243.0,6.6,HW,,1,0.021815,,,,
2626,359,54,60793.4,7.3,HW,,1,0.021815,,,,
2627,359,17,68992.5,6.7,HW,,1,0.021815,,,,
2628,359,23,73957.7,6.8,HW,,1,0.021815,,,,
2629,359,13,75745.7,6.5,HW,,1,0.021815,,,,
2630,359,42,80685.3,7.1,HW,,1,0.021815,,,,
2631,359,14,89350.0,6.6,HW,,1,0.021815,,,,
2632,359,111,92865.2,7.6,HW,,1,0.021815,,,,
2633,359,47,95676.6,7.2,HW,,1,0.021815,,,,
2634,359,93,97068.4,7.5,HW,,1,0.021815,,,,
2635,359,54,97549.4,7.3,HW,,1,0.021815,,,,
2636,359,172,101159.7,7.8,HW,,1,0.021815,,,,
2637,360,38,156.3,7.1,HW,,1,0.015158,,,,
2638,360,64,14093.4,7.3,HW,,1,0.015158,,,,
2639,360,10,16213.2,6.4,HW,,1,0.015158,,,,
2640,360,59,25776.3,7.3,HW,,1,0.015158,,,,
2641,360,57,58786.4,7.3, FW,,1,0.015158,,,,
2642,360,37,65323.7,7.1,HW,,1,0.015158,,,,
2643,360,3,67437.3,5.8,HW,,1,0.015158,,,,
2644,360,23,70760.1,6.8,HW,,1,0.015158,,,,
2645,360,26,76221.6,6.9,HW,,1,0.015158,,,,
2646,360,12,84454.6,6.5,HW,,1,0.015158,,,,
2647,360,15,84543.9,6.6,HW,,1,0.015158,,,,
2648,360,13,89081.3,6.5,HW,,1,0.015158,,,,
2649,360,49,90990.7,7.2,HW,,1,0.015158,,,,
2650,360,58,94390.5,7.3,HW,,1,0.015158,,,,
2651,361,12,103655.8,6.5,HW,,2,0.0050801,,,,
2652,362,70,2038.5,7.4,HW,,2,0.015243,,,,
2653,362,28,80640.4,6.9,HW,,2,0.015243,,,,
2654,364,38,2425.7,7.1,HW,,1,0.014863,,,,
2655,364,31,23986.5,7.0,HW,,1,0.014863,,,,
2656,364,19,59915.2,6.7,HW,,1,0.014863,,,,
2657,364,14.25,66980.8,6.6,HW,,1,0.014863,,,,
2658,365,19,36675.5,6.7,HW,,1,0.017787,,,,
2659,365,14.2,43018.6,6.6,HW,,1,0.017787,,,,
2660,365,38,81050.4,7.1,HW,,1,0.017787,,,,
2661,365,37,87503.8,7.1, HW,,1,0.017787,,,,
2662,367,123,8143.0,7.7,HW,,2,0.018738,,,,
2663,367,16,21925.6,6.6,HW,,2,0.018738,,,,
2664,367,162,36545.6,7.8,HW,,2,0.018738,,,,
2665,367,66,43102.7,7.4,HW,,2,0.018738,,,,
2666,367,45,47561.7,7.2,HW,,2,0.018738,,,,
2667,367,15,48275.0,6.6,HW,,2,0.018738,,,,
