OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),"1:5,000 AEP SA_3s_NSHA23",,,,
1334,196,52,100089.3,7.2,HW,,2,0.036433,,,,
1335,196,53,102023.6,7.2,HW,,2,0.036433,,,,
1336,196,38,103141.4,7.1,HW,,2,0.036433,,,,
1337,197,26,52228.2,6.9,HW,,2,0.0087731,,,,
1338,198,70,41424.7,7.4,HW,,2,0.015712,,,,
1339,198,49,87926.1,7.2,HW,,2,0.015712,,,,
1340,198,55,97878.6,7.3,HW,,2,0.015712,,,,
1341,198,68,99802.8,7.4,HW,,2,0.015712,,,,
1342,198,72,100548.0,7.4,HW,,2,0.015712,,,,
1343,198,24.633328,103990.4,6.9,HW,,2,0.015712,,,,
1344,199,40,26814.6,7.1,HW,,2,0.0036535,,,,
1345,200,123,15323.8,7.7,HW,,2,0.019367,,,,
1346,200,16,15901.2,6.6,HW,,2,0.019367,,,,
1347,200,162,26998.7,7.8,HW,,2,0.019367,,,,
1348,200,45,30410.1,7.2,HW,,2,0.019367,,,,
1349,200,66,42814.8,7.4,HW,,2,0.019367,,,,
1350,200,31,52094.2,7.0,HW,,2,0.019367,,,,
1351,200,15,63884.0,6.6,HW,,2,0.019367,,,,
1352,200,30,67171.2,7.0,HW,,2,0.019367,,,,
1353,200,54,70989.9,7.3,HW,,2,0.019367,,,,
1354,200,18,73014.8,6.7,HW,,2,0.019367,,,,
1355,200,19,74925.1,6.7,HW,,2,0.019367,,,,
1356,200,15,75110.6,6.6,HW,,2,0.019367,,,,
1357,200,42,81158.6,7.1,HW,,2,0.019367,,,,
1358,200,26,81329.3,6.9,HW,,2,0.019367,,,,
1359,200,82,87792.5,7.5,HW,,2,0.019367,,,,
1360,200,35,91403.5,7.0,HW,,2,0.019367,,,,
1361,200,52,92566.5,7.2,HW,,2,0.019367,,,,
1362,200,44,95736.9,7.2,HW,,2,0.019367,,,,
1363,200,60,96809.7,7.3,HW,,2,0.019367,,,,
1364,200,114,99360.9,7.6,HW,,2,0.019367,,,,
1365,200,60,100984.7,7.3,HW,,2,0.019367,,,,
1366,200,40,101733.8,7.1,HW,,2,0.019367,,,,
1367,201,29,1158.6,6.9,FW,,2,0.040708,,,,
1368,201,7,9559.7,6.2,HW,,2,0.040708,,,,
1369,201,68,11107.4,7.4,HW,,2,0.040708,,,,
1370,201,42.07241,13921.9,7.1,HW,,2,0.040708,,,,
1371,201,19,18527.0,6.7,HW,,2,0.040708,,,,
1372,201,70,21410.1,7.4,HW,,2,0.040708,,,,
1373,201,49,33289.6,7.2,HW,,2,0.040708,,,,
1374,201,72,38090.3,7.4,HW,,2,0.040708,,,,
1375,201,56.215053,40754.4,7.3,HW,,2,0.040708,,,,
1376,201,101,50219.9,7.6,HW,,2,0.040708,,,,
1377,201,41,57730.3,7.1,HW,,2,0.040708,,,,
1378,201,24.633328,64749.4,6.9,HW,,2,0.040708,,,,
1379,201,25,69383.8,6.9,HW,,2,0.040708,,,,
1380,201,4,69560.3,5.9,HW,,2,0.040708,,,,
1381,201,55,69925.6,7.3,HW,,2,0.040708,,,,
1382,201,34,78734.5,7.0,HW,,2,0.040708,,,,
1383,201,24.723261,84223.8,6.9,HW,,2,0.040708,,,,
1384,201,126,94770.2,7.7,HW,,2,0.040708,,,,
1385,201,59.978704,100944.5,7.3,HW,,2,0.040708,,,,
1386,201,115,103538.2,7.6,HW,,2,0.040708,,,,
1387,201,60,104100.1,7.3,HW,,2,0.040708,,,,
1388,201,60,104170.9,7.3,HW,,2,0.040708,,,,
1389,201,64,106813.1,7.3,HW,,2,0.040708,,,,
1390,202,9,31889.7,6.3,HW,,2,0.0039945,,,,
1391,202,27,34430.8,6.9,FW,,2,0.0039945,,,,
1392,202,44,34981.0,7.2,HW,,2,0.0039945,,,,
1393,202,37,71712.6,7.1,HW,,2,0.0039945,,,,
1394,205,11,30558.1,6.4,HW,,2,0.017963,,,,
1395,205,56,37507.1,7.3,HW,,2,0.017963,,,,
1396,205,31,50627.5,7.0,HW,,2,0.017963,,,,
1397,205,13,66968.1,6.5,HW,,2,0.017963,,,,
1398,205,42,73523.3,7.1,HW,,2,0.017963,,,,
1399,205,19,80502.7,6.7,HW,,2,0.017963,,,,
1400,205,8,81590.7,6.3,HW,,2,0.017963,,,,
1401,205,54,82095.9,7.3,HW,,2,0.017963,,,,
1402,205,23,92826.1,6.8,HW,,2,0.017963,,,,
1403,205,123,94510.5,7.7,HW,,2,0.017963,,,,
1404,205,55,94765.6,7.3,HW,,2,0.017963,,,,
1405,205,26,95473.4,6.9,HW,,2,0.017963,,,,
1406,206,26,24864.4,6.9,HW,,2,0.0087046,,,,
1407,206,33,41800.7,7.0,HW,,2,0.0087046,,,,
1408,207,28,29894.4,6.9,HW,,2,0.013694,,,,
1409,207,70,31101.3,7.4,HW,,2,0.013694,,,,
1410,209,19,15209.8,6.7,HW,,2,0.021885,,,,
1411,209,23,35661.6,6.8,HW,,2,0.021885,,,,
1412,209,14,39403.3,6.6,HW,,2,0.021885,,,,
1413,209,66,43894.8,7.4,HW,,2,0.021885,,,,
1414,209,30,45725.2,7.0,HW,,2,0.021885,,,,
1415,209,55,55946.9,7.3,HW,,2,0.021885,,,,
1416,209,60,58108.5,7.3,HW,,2,0.021885,,,,
1417,209,31,64388.4,7.0,HW,,2,0.021885,,,,
1418,209,12,67825.1,6.5,HW,,2,0.021885,,,,
1419,209,123,72665.0,7.7,HW,,2,0.021885,,,,
1420,209,18,83506.2,6.7,HW,,2,0.021885,,,,
1421,209,45,85941.6,7.2,HW,,2,0.021885,,,,
1422,209,82,91417.1,7.5,HW,,2,0.021885,,,,
1423,209,54,94570.9,7.3,HW,,2,0.021885,,,,
1424,209,42,95488.7,7.1,HW,,2,0.021885,,,,
1425,209,50,97668.0,7.2,HW,,2,0.021885,,,,
1426,209,15,100287.3,6.6,HW,,2,0.021885,,,,
1427,211,29,16217.6,6.9,HW,,2,0.032832,,,,
1428,211,70,22095.9,7.4,HW,,2,0.032832,,,,
1429,211,68,28538.6,7.4,HW,,2,0.032832,,,,
1430,211,42.07241,34408.9,7.1,HW,,2,0.032832,,,,
1431,211,56.215053,35283.1,7.3,HW,,2,0.032832,,,,
1432,211,7,36668.1,6.2,HW,,2,0.032832,,,,
1433,211,101,36894.4,7.6,HW,,2,0.032832,,,,
1434,211,19,42307.0,6.7,HW,,2,0.032832,,,,
1435,211,24.633328,45649.9,6.9,HW,,2,0.032832,,,,
1436,211,49,48998.3,7.2,HW,,2,0.032832,,,,
1437,211,55,55682.3,7.3,HW,,2,0.032832,,,,
1438,211,72,56168.9,7.4,HW,,2,0.032832,,,,
1439,211,24.723261,62929.8,6.9,HW,,2,0.032832,,,,
1440,211,41,65037.7,7.1,HW,,2,0.032832,,,,
1441,211,34,83246.8,7.3,HW,,2,0.032832,,,,
1442,211,64,83005.4,7.0,HW,,2,0.032832,,,,
1443,211,25,84447.8,6.9,HW,,2,0.032832,,,,
1444,211,4,100625.2,5.9,HW,,2,0.032832,,,,
1445,212,115,11642.4,7.6,HW,,2,0.043263,,,,
1446,212,59.978704,15146.6,7.3,HW,,2,0.043263,,,,
1447,212,82,19331.5,7.5,HW,,2,0.043263,,,,
1448,212,60,24475.5,7.3, HW,,2,0.043263,,,,
1449,212,126,26131.8,7.7,HW,,2,0.043263,,,,
1450,212,32.708688,28687.8,7.0,HW,,2,0.043263,,,,
1451,212,60,34884.3,7.3,HW,,2,0.043263,,,,
1452,212,44,35146.4,7.2,HW,,2,0.043263,,,,
1453,212,68.82108,36763.1,7.4,HW,,2,0.043263,,,,
1454,212,34,48496.2,7.0,HW,,2,0.043263,,,,
1455,212,41,49211.6,7.1,HW,,2,0.043263,,,,
1456,212,101,50629.7,7.6,HW,,2,0.043263,,,,
1457,212,25,53881.1,6.9,HW,,2,0.043263,,,,
1458,212,56.215053,70775.8,7.3,HW,,2,0.043263,,,,
1459,212,27,80490.0,6.9,HW,,2,0.043263,,,,
1460,212,52,88068.3,7.2,HW,,2,0.043263,,,,
1461,212,70,91466.4,7.4,HW,,2,0.043263,,,,
1462,212,42.07241,97670.1,7.1,HW,,2,0.043263,,,,
1463,214,37,24396.6,7.1,HW,,2,0.0041665,,,,
1464,214,9,57829.6,6.3,FW,,2,0.0041665,,,,
1465,214,20,62572.0,6.8,HW,,2,0.0041665,,,,
1466,214,2,63125.8,5.6,HW,,2,0.0041665,,,,
1467,214,27,78031.8,6.9,FW,,2,0.0041665,,,,
1468,215,115,3875.0,7.6,HW,,2,0.051996,,,,
1469,215,59.978704,6680.5,7.3,HW,,2,0.051996,,,,
1470,215,101,7302.9,7.6,HW,,2,0.051996,,,,
1471,215,60,9608.7,7.3, HW,,2,0.051996,,,,
1472,215,34,14273.8,7.0,HW,,2,0.051996,,,,
1473,215,126,14655.3,7.7,HW,,2,0.051996,,,,
1474,215,41,14854.5,7.1,HW,,2,0.051996,,,,
1475,215,82,18168.4,7.5,HW,,2,0.051996,,,,
1476,215,60,23662.8,7.3,HW,,2,0.051996,,,,
1477,215,25,30445.6,6.9,HW,,2,0.051996,,,,
1478,215,32.708688,32793.9,7.0,HW,,2,0.051996,,,,
1479,215,56.215053,34257.4,7.3,HW,,2,0.051996,,,,
1480,215,44,48558.3,7.2,HW,,2,0.051996,,,,
1481,215,68.82108,55836.3,7.4,HW,,2,0.051996,,,,
1482,215,70,64195.6,7.4,HW,,2,0.051996,,,,
1483,215,42.07241,69962.8,7.1,HW,,2,0.051996,,,,
1484,215,19,87529.9,6.7,HW,,2,0.051996,,,,
1485,215,29,102121.4,6.9,HW,,2,0.051996,,,,
1486,215,7,105801.3,6.2,HW,,2,0.051996,,,,
1487,216,33,2316.9,7.0,HW,,1,0.026623,,,,
1488,216,53,5336.9,7.2,HW,,1,0.026623,,,,
1489,216,10,9868.8,6.4,HW,,1,0.026623,,,,
1490,216,43,10958.3,7.1,HW,,1,0.026623,,,,
1491,216,55,11746.2,7.3,HW,,1,0.026623,,,,
1492,216,15,14902.8,6.6,HW,,1,0.026623,,,,
1493,216,54,21458.8,7.3,HW,,1,0.026623,,,,
1494,216,79,35101.7,7.4,HW,,1,0.026623,,,,
1495,216,17,35774.4,6.7,HW,,1,0.026623,,,,
1496,216,24,39299.7,6.8,HW,,1,0.026623,,,,
1497,216,54,45728.7,7.3,HW,,1,0.026623,,,,
1498,216,14,50128.8,6.6,HW,,1,0.026623,,,,
1499,216,93,57767.4,7.5,HW,,1,0.026623,,,,
1500,216,47,57922.4,7.2,HW,,1,0.026623,,,,
1501,216,42,58118.0,7.1,HW,,1,0.026623,,,,
1502,216,54,65560.2,7.3,HW,,1,0.026623,,,,
1503,216,38,69065.2,7.1,HW,,1,0.026623,,,,
1504,216,111,76588.6,7.6,HW,,1,0.026623,,,,
1505,216,13,78050.8,6.5,HW,,1,0.026623,,,,
1506,216,23,82278.9,6.8,HW,,1,0.026623,,,,
1507,216,24,87613.9,6.8,HW,,1,0.026623,,,,
1508,216,172,91082.1,7.8,HW,,1,0.026623,,,,
1509,218,38,27585.0,7.1,HW,,1,0.015639,,,,
1510,218,31,27993.3,7.0,HW,,1,0.015639,,,,
1511,218,19,80914.7,6.7,HW,,1,0.015639,,,,
1512,218,14.25,94537.5,6.6,HW,,1,0.015639,,,,
1513,219,38,2507.4,7.1,HW,,1,0.014867,,,,
1514,219,31,23989.4,7.0,HW,,1,0.014867,,,,
1515,219,19,59937.6,6.7,HW,,1,0.014867,,,,
1516,219,14.25,67057.8,6.6,HW,,1,0.014867,,,,
1517,220,19,41222.6,6.7,HW,,1,0.017779,,,,
1518,220,38,41561.8,7.1,HW,,1,0.017779,,,,
1519,220,31,80403.0,7.0,HW,,1,0.017779,,,,
1520,220,14.25,83515.9,6.6,HW,,1,0.017779,,,,
1521,221,104,64223.5,7.6,HW,,2,0.0047491,,,,
1522,221,53,105080.0,7.2,FW,,2,0.0047491,,,,
1523,222,44,49290.5,7.2,HW,,2,0.006369,,,,
1524,222,9,87016.0,6.3, HW,,2,0.006369,,,,
1525,222,37,101638.4,7.1,HW,,2,0.006369,,,,
1526,223,79,8622.3,7.4,HW,,1,0.021257,,,,
1527,223,54,15774.2,7.3,HW,,1,0.021257,,,,
1528,223,55,19666.3,7.3,HW,,1,0.021257,,,,
1529,223,24,27249.8,6.8,HW,,1,0.021257,,,,
1530,223,33,31054.2,7.0,HW,,1,0.021257,,,,
1531,223,53,39112.4,7.2,HW,,1,0.021257,,,,
1532,223,54,46833.2,7.3,HW,,1,0.021257,,,,
1533,223,10,54326.2,6.4,HW,,1,0.021257,,,,
1534,223,43,55578.7,7.1,HW,,1,0.021257,,,,
1535,223,15,58916.8,6.6,HW,,1,0.021257,,,,
1536,223,17,66073.9,6.7,HW,,1,0.021257,,,,
1537,223,42,68260.1,7.1,HW,,1,0.021257,,,,
1538,223,172,84974.2,7.8,HW,,1,0.021257,,,,
1539,223,14,91903.2,6.6,HW,,1,0.021257,,,,
1540,223,54,91963.5,7.3,HW,,1,0.021257,,,,
1541,223,23,92498.6,6.8,HW,,1,0.021257,,,,
1542,223,13,94220.0,6.5,HW,,1,0.021257,,,,
1543,223,93,101137.2,7.5,HW,,1,0.021257,,,,
1544,224,40,105877.3,7.1,HW,,2,0.0031124,,,,
1545,226,15,1157.4,6.6,FW,,1,0.026498,,,,
1546,226,53,3599.7,7.2,HW,,1,0.026498,,,,
1547,226,43,5155.4,7.1,HW,,1,0.026498,,,,
1548,226,10,8381.8,6.4,HW,,1,0.026498,,,,
1549,226,33,14326.0,7.0,HW,,1,0.026498,,,,
1550,226,54,15817.0,7.3,HW,,1,0.026498,,,,
1551,226,14,22745.6,6.6,HW,,1,0.026498,,,,
1552,226,17,24249.9,6.7,HW,,1,0.026498,,,,
1553,226,55,25539.6,7.3,HW,,1,0.026498,,,,
1554,226,93,30726.5,7.5,HW,,1,0.026498,,,,
1555,226,54,32943.8,7.3,HW,,1,0.026498,,,,
1556,226,47,34972.8,7.2,HW,,1,0.026498,,,,
1557,226,79,36179.3,7.4,HW,,1,0.026498,,,,
1558,226,38,41656.6,7.1,HW,,1,0.026498,,,,
1559,226,42,44148.2,7.1,HW,,1,0.026498,,,,
1560,226,54,48312.0,7.3,HW,,1,0.026498,,,,
1561,226,24,49466.9,6.8,HW,,1,0.026498,,,,
1562,226,24,64180.0,6.8,HW,,1,0.026498,,,,
1563,226,111,77725.3,7.6,HW,,1,0.026498,,,,
1564,226,172,80734.7,7.8,HW,,1,0.026498,,,,
1565,226,13,91816.4,6.5,HW,,1,0.026498,,,,
1566,226,23,98817.8,6.8,HW,,1,0.026498,,,,
1567,227,52,1962.4,7.2,HW,,2,0.024034,,,,
1568,227,48,13691.6,7.2,HW,,2,0.024034,,,,
1569,227,12,44956.4,6.5,HW,,2,0.024034,,,,
1570,227,53,72977.7,7.2,HW,,2,0.024034,,,,
1571,227,109,80105.6,7.6,HW,,2,0.024034,,,,
1572,227,68.82108,93570.5,7.4,HW,,2,0.024034,,,,
1573,227,52,100074.4,7.2,HW,,2,0.024034,,,,
1574,227,60,101931.3,7.3,HW,,2,0.024034,,,,
1575,227,27,103210.1,6.9,HW,,2,0.024034,,,,
1576,227,82,105660.8,7.5,HW,,2,0.024034,,,,
1577,229,70,18174.2,7.4,HW,,2,0.01352,,,,
1578,229,28,43501.3,6.9,HW,,2,0.01352,,,,
1579,231,126,14733.3,7.7,HW,,2,0.043112,,,,
1580,231,115,17558.6,7.6,HW,,2,0.043112,,,,
1581,231,32.708688,17872.8,7.0,HW,,2,0.043112,,,,
1582,231,60,21785.6,7.3,HW,,2,0.043112,,,,
1583,231,59.978704,21923.0,7.3,HW,,2,0.043112,,,,
1584,231,82,27068.9,7.5,HW,,2,0.043112,,,,
1585,231,44,27924.9,7.2,HW,,2,0.043112,,,,
1586,231,60,33092.4,7.3,FW,,2,0.043112,,,,
1587,231,34,37367.4,7.0,HW,,2,0.043112,,,,
1588,231,41,38101.8,7.1,HW,,2,0.043112,,,,
1589,231,25,40873.5,6.9,HW,,2,0.043112,,,,
1590,231,101,43594.7,7.6,HW,,2,0.043112,,,,
1591,231,68.82108,46365.5,7.4,HW,,2,0.043112,,,,
1592,231,56.215053,58820.2,7.3,HW,,2,0.043112,,,,
1593,231,70,78402.0,7.4,HW,,2,0.043112,,,,
1594,231,42.07241,84599.5,7.1,HW,,2,0.043112,,,,
1595,231,27,93592.9,6.9,HW,,2,0.043112,,,,
1596,231,19,95653.1,6.7,HW,,2,0.043112,,,,
1597,231,52,101184.3,7.2,HW,,2,0.043112,,,,
1598,232,19,19209.6,6.7,HW,,2,0.022181,,,,
1599,232,23,33463.0,6.8,HW,,2,0.022181,,,,
1600,232,14,33531.5,6.6,HW,,2,0.022181,,,,
1601,232,30,42008.5,7.0,HW,,2,0.022181,,,,
1602,232,66,45204.8,7.4,HW,,2,0.022181,,,,
1603,232,55,49922.8,7.3,HW,,2,0.022181,,,,
1604,232,60,51949.4,7.3,HW,,2,0.022181,,,,
1605,232,12,61373.4,6.5,HW,,2,0.022181,,,,
1606,232,31,61725.0,7.0,HW,,2,0.022181,,,,
1607,232,123,74291.7,7.7,HW,,2,0.022181,,,,
1608,232,18,79374.7,6.7,HW,,2,0.022181,,,,
1609,232,45,84980.5,7.2,HW,,2,0.022181,,,,
1610,232,82,86303.2,7.5,HW,,2,0.022181,,,,
1611,232,50,93860.4,7.2,HW,,2,0.022181,,,,
1612,232,15,96598.2,6.6,HW,,2,0.022181,,,,
1613,232,54,100278.4,7.3,HW,,2,0.022181,,,,
1614,232,42,101564.8,7.1,HW,,2,0.022181,,,,
1615,232,114,102755.5,7.6,HW,,2,0.022181,,,,
1616,232,62,104539.5,7.3,HW,,2,0.022181,,,,
1617,233,29,8831.2,6.9,HW,,2,0.037578,,,,
1618,233,70,17173.5,7.4,HW,,2,0.037578,,,,
1619,233,42.07241,19346.4,7.1,HW,,2,0.037578,,,,
1620,233,7,23054.2,6.2,HW,,2,0.037578,,,,
1621,233,68,23551.0,7.4,HW,,2,0.037578,,,,
1622,233,19,30473.5,6.7,HW,,2,0.037578,,,,
1623,233,56.215053,31992.8,7.3,HW,,2,0.037578,,,,
1624,233,101,39550.9,7.6,HW,,2,0.037578,,,,
1625,233,49,41659.7,7.2,HW,,2,0.037578,,,,
1626,233,72,50132.9,7.4,HW,,2,0.037578,,,,
1627,233,24.633328,56117.9,6.9,HW,,2,0.037578,,,,
1628,233,41,56694.0,7.1,HW,,2,0.037578,,,,
1629,233,55,63848.2,7.3,HW,,2,0.037578,,,,
1630,233,25,73188.4,6.9,HW,,2,0.037578,,,,
1631,233,24.723261,74836.2,6.9,HW,,2,0.037578,,,,
1632,233,34,76532.1,7.0,HW,,2,0.037578,,,,
1633,233,4,85100.7,5.9,HW,,2,0.037578,,,,
1634,233,64,96477.1,7.3,HW,,2,0.037578,,,,
1635,233,126,98089.3,7.7,HW,,2,0.037578,,,,
1636,233,59.978704,100116.5,7.3,HW,,2,0.037578,,,,
1637,233,60,102923.6,7.3,FW,,2,0.037578,,,,
1638,233,115,103807.9,7.6,HW,,2,0.037578,,,,
1639,234,126,2614.5,7.7,HW,,2,0.04003,,,,
1640,234,32.708688,3087.3,7.0,HW,,2,0.04003,,,,
1641,234,44,9314.3,7.2,HW,,2,0.04003,,,,
1642,234,60,20671.8,7.3,HW,,2,0.04003,,,,
1643,234,115,36923.7,7.6,HW,,2,0.04003,,,,
1644,234,59.978704,40706.5,7.3,HW,,2,0.04003,,,,
1645,234,82,44790.9,7.5,HW,,2,0.04003,,,,
1646,234,25,44951.1,6.9,HW,,2,0.04003,,,,
1647,234,34,49709.6,7.0,HW,,2,0.04003,,,,
1648,234,60,50337.4,7.3,FW,,2,0.04003,,,,
1649,234,41,50416.0,7.1,HW,,2,0.04003,,,,
1650,234,101,61026.8,7.6,HW,,2,0.04003,,,,
1651,234,68.82108,62649.3,7.4,HW,,2,0.04003,,,,
1652,234,56.215053,67316.0,7.3,HW,,2,0.04003,,,,
1653,234,70,77995.6,7.4,HW,,2,0.04003,,,,
1654,234,42.07241,85165.5,7.1,HW,,2,0.04003,,,,
1655,234,19,91880.7,6.7,HW,,2,0.04003,,,,
1656,234,27,98389.5,6.9,HW,,2,0.04003,,,,
1657,235,55,24794.3,7.3,HW,,2,0.025769,,,,
1658,235,14,25168.3,6.6,HW,,2,0.025769,,,,
1659,235,23,25386.9,6.8,HW,,2,0.025769,,,,
1660,235,12,37982.8,6.5,HW,,2,0.025769,,,,
1661,235,50,40043.2,7.2,HW,,2,0.025769,,,,
1662,235,62,55058.6,7.3,HW,,2,0.025769,,,,
1663,235,25,60659.0,6.9,HW,,2,0.025769,,,,
1664,235,38,61618.3,7.1,HW,,2,0.025769,,,,
1665,235,60,69137.2,7.3,HW,,2,0.025769,,,,
1666,235,19,70755.5,6.7,HW,,2,0.025769,,,,
1667,235,56,74449.8,7.3,HW,,2,0.025769,,,,
1668,235,19,80911.8,6.7,HW,,2,0.025769,,,,
1669,235,30,81653.2,7.0,HW,,2,0.025769,,,,
1670,235,34,88726.9,7.0,HW,,2,0.025769,,,,
1671,235,26,89333.6,6.9,HW,,2,0.025769,,,,
1672,235,66,90105.8,7.4,HW,,2,0.025769,,,,
1673,235,44,94349.4,7.2,HW,,2,0.025769,,,,
1674,235,66,96725.4,6.4,HW,,2,0.025769,,,,
1675,235,11,96684.7,7.4,HW,,2,0.025769,,,,
1676,235,28,98319.1,6.9,HW,,2,0.025769,,,,
1677,235,31,99349.1,5.6,HW,,2,0.025769,,,,
1678,235,2,99090.2,7.0,HW,,2,0.025769,,,,
1679,235,25,100358.7,6.9,HW,,2,0.025769,,,,
1680,235,78,103825.9,7.4,HW,,2,0.025769,,,,
1681,236,101,27123.0,7.6,HW,,2,0.027819,,,,
1682,236,34,28399.2,7.0,HW,,2,0.027819,,,,
1683,236,60,37338.1,7.3,FW,,2,0.027819,,,,
1684,236,59.978704,37962.4,7.3,HW,,2,0.027819,,,,
1685,236,41,41645.9,7.1,HW,,2,0.027819,,,,
1686,236,115,45732.5,7.6,HW,,2,0.027819,,,,
1687,236,56.215053,49607.3,7.3,HW,,2,0.027819,,,,
1688,236,82,56650.9,7.5,HW,,2,0.027819,,,,
1689,236,25,57474.3,6.9,HW,,2,0.027819,,,,
1690,236,126,60197.3,7.7,HW,,2,0.027819,,,,
1691,236,70,68158.1,7.4,HW,,2,0.027819,,,,
1692,236,60,74621.9,7.3,HW,,2,0.027819,,,,
1693,236,42.07241,79619.3,7.1,HW,,2,0.027819,,,,
1694,236,32.708688,84589.6,7.0,HW,,2,0.027819,,,,
1695,236,68.82108,92117.8,7.4,HW,,2,0.027819,,,,
1696,236,29,95101.4,6.9,HW,,2,0.027819,,,,
1697,236,44,99767.1,7.2,HW,,2,0.027819,,,,
1698,236,7,100534.0,6.2,HW,,2,0.027819,,,,
1699,236,68,104758.4,7.4,HW,,2,0.027819,,,,
1700,239,53,7800.0,7.2,HW,,2,0.033106,,,,
1701,239,109,8771.6,7.6,HW,,2,0.033106,,,,
1702,239,52,37274.3,7.2,HW,,2,0.033106,,,,
1703,239,68.82108,38320.9,7.4,HW,,2,0.033106,,,,
1704,239,27,45210.0,6.9,HW,,2,0.033106,,,,
1705,239,82,52841.0,7.5,HW,,2,0.033106,,,,
1706,239,12,62537.6,6.5,HW,,2,0.033106,,,,
1707,239,48,71693.9,7.2,HW,,2,0.033106,,,,
1708,239,115,72857.9,7.6,HW,,2,0.033106,,,,
1709,239,52,81734.1,7.2,HW,,2,0.033106,,,,
1710,239,60,93146.8,7.3, HW,,2,0.033106,,,,
1711,239,59.978704,104856.9,7.3,HW,,2,0.033106,,,,
1712,240,64,73349.3,7.3,HW,,2,0.014815,,,,
1713,240,55,105170.0,7.3,HW,,2,0.014815,,,,
1714,241,53,4877.1,7.2,HW,,1,0.025565,,,,
1715,241,15,7128.4,6.6,HW,,1,0.025565,,,,
1716,241,54,7265.7,7.3,HW,,1,0.025565,,,,
1717,241,10,11699.3,6.4,HW,,1,0.025565,,,,
1718,241,43,12579.9,7.1,HW,,1,0.025565,,,,
1719,241,17,16018.9,6.7,HW,,1,0.025565,,,,
1720,241,33,16350.1,7.0,HW,,1,0.025565,,,,
1721,241,14,21386.3,6.6,HW,,1,0.025565,,,,
1722,241,54,24201.4,7.3,HW,,1,0.025565,,,,
1723,241,55,25244.7,7.3,HW,,1,0.025565,,,,
1724,241,79,29047.0,7.4,HW,,1,0.025565,,,,
1725,241,93,31686.2,7.5,HW,,1,0.025565,,,,
1726,241,42,35474.1,7.1,HW,,1,0.025565,,,,
1727,241,54,39807.3,7.3,HW,,1,0.025565,,,,
1728,241,38,39831.5,7.1,HW,,1,0.025565,,,,
1729,241,47,39946.7,7.2,HW,,1,0.025565,,,,
1730,241,24,43738.1,6.8,HW,,1,0.025565,,,,
1731,241,24,67959.1,6.8,HW,,1,0.025565,,,,
1732,241,172,72198.5,7.8,HW,,1,0.025565,,,,
1733,241,111,86460.7,7.6,HW,,1,0.025565,,,,
1734,241,13,99934.0,6.5,HW,,1,0.025565,,,,
1735,242,79,2116.1,7.4,HW,,1,0.023134,,,,
1736,242,54,5934.3,7.3,HW,,1,0.023134,,,,
1737,242,24,13791.1,6.8,HW,,1,0.023134,,,,
1738,242,17,16873.2,6.7,HW,,1,0.023134,,,,
1739,242,54,17130.6,7.3,HW,,1,0.023134,,,,
1740,242,42,19580.9,7.1,HW,,1,0.023134,,,,
1741,242,55,28145.9,7.3,HW,,1,0.023134,,,,
1742,242,33,33023.0,7.0,HW,,1,0.023134,,,,
1743,242,54,34391.1,7.3,HW,,1,0.023134,,,,
1744,242,53,34426.6,7.2,HW,,1,0.023134,,,,
1745,242,10,34992.6,6.4,HW,,1,0.023134,,,,
1746,242,15,36720.6,6.6,HW,,1,0.023134,,,,
1747,242,43,42156.2,7.1,HW,,1,0.023134,,,,
1748,242,14,49520.9,6.6,HW,,1,0.023134,,,,
1749,242,172,50796.5,7.8,HW,,1,0.023134,,,,
1750,242,93,61068.8,7.5,HW,,1,0.023134,,,,
1751,242,38,64092.4,7.1,HW,,1,0.023134,,,,
1752,242,47,72028.3,7.2,HW,,1,0.023134,,,,
1753,242,24,98930.0,6.8,HW,,1,0.023134,,,,
1754,246,29,56276.1,6.9,HW,,2,0.0037491,,,,
1755,246,32,68519.1,7.0,HW,,2,0.0037491,,,,
1756,246,104,78864.0,7.6,HW,,2,0.0037491,,,,
1757,246,44,81419.9,7.2,HW,,2,0.0037491,,,,
1758,246,53,86140.4,7.2,FW,,2,0.0037491,,,,
1759,247,23,18211.9,6.8,HW,,2,0.0223,,,,
1760,247,14,28070.2,6.6,HW,,2,0.0223,,,,
1761,247,19,29079.5,6.7,HW,,2,0.0223,,,,
1762,247,55,44918.4,7.3,HW,,2,0.0223,,,,
1763,247,30,56929.8,7.0,HW,,2,0.0223,,,,
1764,247,12,58837.4,6.5,HW,,2,0.0223,,,,
1765,247,60,61164.7,7.3,HW,,2,0.0223,,,,
1766,247,66,61217.9,7.4,HW,,2,0.0223,,,,
1767,247,31,77312.0,7.0,HW,,2,0.0223,,,,
1768,247,50,80874.3,7.2,HW,,2,0.0223,,,,
1769,247,123,89976.0,7.7,HW,,2,0.0223,,,,
1770,247,18,93315.7,6.7,HW,,2,0.0223,,,,
1771,247,62,95449.8,7.3,HW,,2,0.0223,,,,
1772,247,82,98300.6,7.5,HW,,2,0.0223,,,,
1773,247,25,100135.2,6.9,HW,,2,0.0223,,,,
1774,247,45,101263.6,7.2,HW,,2,0.0223,,,,
1775,247,38,103311.1,7.1,HW,,2,0.0223,,,,
1776,249,60,2257.4,7.3,FW,,2,0.047145,,,,
